term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
InverseJurisdiction,class,https://w3id.org/dpv#InverseJurisdiction,Inverse Jurisdiction,An inverse jurisdiction for a specific jurisdiction is the set of all other jurisdictions that are not part of the specific jurisdiction,https://w3id.org/dpv#Jurisdiction,,https://w3id.org/dpv#Jurisdiction,Inverse Jurisdictions are helpful when asserting and checking rules that involve a concept representing jurisdictions outside of a given jurisdiction. An inverse jurisdiction of an inverse jurisdiction should give back the same original jurisdiction but this is undefined and strongly dissuaded as it could lead to recursive definitions in some use-cases,2025-05-04,,dpv,https://w3id.org/dpv
Jurisdiction,class,https://w3id.org/dpv#Jurisdiction,Jurisdiction,"A jurisdiction represents the locations that define the extent of authority (or control) claimed, granted, or asserted by a legal entity (in particular a legal authority) to govern or enforce rules",,https://w3id.org/dpv#Location,https://w3id.org/dpv#Location,,2025-05-04,,dpv,https://w3id.org/dpv
Law,class,https://w3id.org/dpv#Law,Law,A law is a set of rules created by government or authorities,,,,,2022-01-19,,dpv,https://w3id.org/dpv
LocalLocation,class,https://w3id.org/dpv#LocalLocation,Local Location,Location is local,https://w3id.org/dpv#Location,,https://w3id.org/dpv#LocationLocality,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv
Location,class,https://w3id.org/dpv#Location,Location,"A location is a position, site, or area where something is located",,,,"Location may be geographic, physical, or virtual.",2022-01-19,,dpv,https://w3id.org/dpv
LocationFixture,class,https://w3id.org/dpv#LocationFixture,Location Fixture,The fixture of location refers to whether the location is fixed,,,,,2022-06-15,,dpv,https://w3id.org/dpv
LocationLocality,class,https://w3id.org/dpv#LocationLocality,Location Locality,"Locality refers to whether the specified location is local within some context, e.g. for the user",https://w3id.org/dpv#Location,,https://w3id.org/dpv#Location,,2022-06-15,2022-10-04,dpv,https://w3id.org/dpv
PersonalSpace,class,https://w3id.org/dpv#PersonalSpace,Personal Space,A private space associated with an individual in a personal capacity - such as their home or the space around their physical person e.g. my home or my room,https://w3id.org/dpv#Location,,https://w3id.org/dpv#PrivateSpace,,2025-04-07,,dpv,https://w3id.org/dpv
PrivateCommunalSpace,class,https://w3id.org/dpv#PrivateCommunalSpace,Private Communal Space,A space that is accessible to a group or a community within a private space and where members of the public do not have access to it e.g. society amenities such as gyms and pools,https://w3id.org/dpv#Location,,https://w3id.org/dpv#PrivateSpace,,2025-04-07,,dpv,https://w3id.org/dpv
PrivateLocation,class,https://w3id.org/dpv#PrivateLocation,Private Location (deprecated),Location that is not or cannot be accessed by the public and is controlled as a private space,https://w3id.org/dpv#Location,,https://w3id.org/dpv#LocalLocation,"This concept will be deprecated in a future DPV release, it is suggested to use the better defined and legally aligned dpv:PrivateSpace instead",2022-10-22,2025-05-04,dpv,https://w3id.org/dpv
PrivateSpace,class,https://w3id.org/dpv#PrivateSpace,Private Space,A space that is owned or controlled by a private entity and where access to members of the public is restricted,https://w3id.org/dpv#Location,,https://w3id.org/dpv#Location,,2025-04-07,,dpv,https://w3id.org/dpv
PrivatelyOperatedPublicSpace,class,https://w3id.org/dpv#PrivatelyOperatedPublicSpace,Privately Operated Public Space,A space that is operated or managed by a private entity but which is accessible to the public e.g. a public bus station operated by a specific company,https://w3id.org/dpv#Location,,https://w3id.org/dpv#HybridPublicPrivateSpace;https://w3id.org/dpv#PubliclyAccessibleSpace,,2025-04-07,,dpv,https://w3id.org/dpv
PrivatelyOwnedPublicSpace,class,https://w3id.org/dpv#PrivatelyOwnedPublicSpace,Privately Owned Public Space,"A space that is privately owned but which is accessible and usable by the public - whether freely or through a process which is open to all members of the public e.g. hotel lobby, shopping mall atriums",https://w3id.org/dpv#Location,,https://w3id.org/dpv#HybridPublicPrivateSpace;https://w3id.org/dpv#PrivatelyOwnedSpace,,2025-04-07,,dpv,https://w3id.org/dpv
PrivatelyOwnedSpace,class,https://w3id.org/dpv#PrivatelyOwnedSpace,Privately Owned Space,"A place that is privately owned e.g. offices, malls",https://w3id.org/dpv#Location,,https://w3id.org/dpv#PrivateSpace,,2025-04-07,,dpv,https://w3id.org/dpv
PublicLocation,class,https://w3id.org/dpv#PublicLocation,Public Location (deprecated),Location that is or can be accessed by the public,https://w3id.org/dpv#Location,,https://w3id.org/dpv#LocalLocation,"This concept will be deprecated in a future DPV release, it is suggested to use the better defined and legally aligned dpv:PublicSpace instead",2022-10-22,2025-05-04,dpv,https://w3id.org/dpv
PublicSpace,class,https://w3id.org/dpv#PublicSpace,Public Space,Any space that is accessible to the public or is owned by the public,https://w3id.org/dpv#Location,,https://w3id.org/dpv#Location,Public space is distinct from places under (public) government ownership as such places can exclude public from accessing the place e.g. government military installations or reserved land,2025-04-07,,dpv,https://w3id.org/dpv
PubliclyAccessibleSpace,class,https://w3id.org/dpv#PubliclyAccessibleSpace,Publicly Accessible Space,"A space that is accessible to all members of the public e.g. parks, malls, train stations",https://w3id.org/dpv#Location,,https://w3id.org/dpv#PublicSpace,,2025-04-07,,dpv,https://w3id.org/dpv
PubliclyOwnedSpace,class,https://w3id.org/dpv#PubliclyOwnedSpace,Publicly Owned Space,"A space that is owned by the public e.g. national parks, forests",https://w3id.org/dpv#Location,,https://w3id.org/dpv#PublicSpace,,2025-04-07,,dpv,https://w3id.org/dpv
RandomLocation,class,https://w3id.org/dpv#RandomLocation,Random Location,Location that is random or unknown,https://w3id.org/dpv#LocationFixture,,https://w3id.org/dpv#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv
Region,class,https://w3id.org/dpv#Region,Region,A region is an area or site that is considered a location,,https://w3id.org/dpv#Country,https://w3id.org/dpv#Country,,2022-01-19,2025-05-04,dpv,https://w3id.org/dpv
RemoteLocation,class,https://w3id.org/dpv#RemoteLocation,Remote Location,Location is remote i.e. not local,https://w3id.org/dpv#Location,,https://w3id.org/dpv#LocationLocality,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv
SemiPrivateSpace,class,https://w3id.org/dpv#SemiPrivateSpace,Semi Private Space,A private space that acts as a shared space with other entities but which is still essentially private for the individuals e.g. a semi-private hospital room shared with another patient,https://w3id.org/dpv#Location,,https://w3id.org/dpv#PrivateSpace,,2025-04-07,,dpv,https://w3id.org/dpv
SupraNationalUnion,class,https://w3id.org/dpv#SupraNationalUnion,Supranational Union,A political union of two or more countries with an establishment of common authority,,https://w3id.org/dpv#Jurisdiction,https://w3id.org/dpv#Jurisdiction,,2022-01-19,2025-05-04,dpv,https://w3id.org/dpv
ThirdCountry,class,https://w3id.org/dpv#ThirdCountry,Third Country,Represents a country outside applicable or compatible jurisdiction as outlined in law,,https://w3id.org/dpv#Country,https://w3id.org/dpv#Country,,2022-02-09,2025-05-04,dpv,https://w3id.org/dpv
VariableLocation,class,https://w3id.org/dpv#VariableLocation,Variable Location,Location that is known but is variable e.g. somewhere within a given area,https://w3id.org/dpv#LocationFixture,,https://w3id.org/dpv#LocationFixture,,2022-06-15,2020-10-05,dpv,https://w3id.org/dpv
WithinDevice,class,https://w3id.org/dpv#WithinDevice,Within Device (deprecated),"Location is local and entirely within a device, such as a smartphone",https://w3id.org/dpv#Location,,https://w3id.org/dpv#LocalLocation,"This concept will be deprecated in a future DPV release, it is suggested to use the existing concepts representing device as tech:Device to have parity and consistency between the use of device as a technology and for data storage",2022-06-15,2025-05-04,dpv,https://w3id.org/dpv
WithinPhysicalEnvironment,class,https://w3id.org/dpv#WithinPhysicalEnvironment,Within Physical Environment,"Location is local and entirely within a physical environment, such as a room",https://w3id.org/dpv#Location,,https://w3id.org/dpv#Location,"This concept will be deprecated in a future DPV release, it is suggested to use other concepts that also represent the nature of the location e.g. dpv:PrivateSpace or its accessibility dpv:PubliclyAccessibleSpace",2020-10-06,2025-05-04,dpv,https://w3id.org/dpv
WithinVirtualEnvironment,class,https://w3id.org/dpv#WithinVirtualEnvironment,Within Virtual Environment,"Location is local and entirely within a virtual environment, such as a software system",https://w3id.org/dpv#Location,,https://w3id.org/dpv#Location,"This concept will be deprecated in a future DPV release, it is suggested to use the existing concepts representing device as tech:Software and its taxonomy to have parity and consistency between the use of software as a technology and as a virtual environment for data storage and operations",2020-10-06,2025-05-04,dpv,https://w3id.org/dpv
hasApplicableLaw,property,https://w3id.org/dpv#hasApplicableLaw,has applicable law,Indicates applicability of a Law,,,,,2022-01-19,,dpv,https://w3id.org/dpv
hasCountry,property,https://w3id.org/dpv#hasCountry,has country,Indicates applicability of specified country,,,https://w3id.org/dpv#hasLocation,,2022-01-19,,dpv,https://w3id.org/dpv
hasInverseJurisdiction,property,https://w3id.org/dpv#hasInverseJurisdiction,has inverse jurisdiction,Indicates the inverse jurisdiction for a given jurisdiction,,,https://w3id.org/dpv#hasLocation,"Using this property gives the set of all other jurisdictions that are not part of the jurisdiction e.g. when used with a country, it refers to all other countries",2025-05-04,,dpv,https://w3id.org/dpv
hasJurisdiction,property,https://w3id.org/dpv#hasJurisdiction,has jurisdiction,Indicates applicability of specified jurisdiction,,,,,2022-01-19,,dpv,https://w3id.org/dpv
hasLocation,property,https://w3id.org/dpv#hasLocation,has location,Indicates information about location,,,,,2019-04-05,,dpv,https://w3id.org/dpv
hasThirdCountry,property,https://w3id.org/dpv#hasThirdCountry,has third country,Indicates applicability or relevance of a 'third country',,,https://w3id.org/dpv#hasCountry,,2022-02-09,,dpv,https://w3id.org/dpv
isOutsideOfLocation,property,https://w3id.org/dpv#isOutsideOfLocation,is outside of location,Indicates the interpretation where the location being referenced is outside of the indicated concept,,,https://w3id.org/dpv#hasLocation,"This property is helpful for cases where a distinction needs to be made between inside/outside of a concept, and the area outside of that concept is to be referenced. For example, using Home with dpv:hasLocation means inside the Home, and using this property along with Home means outside of Home - such as the yard or porch",2025-05-04,,dpv,https://w3id.org/dpv
