term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Customer,class,https://w3id.org/dpv/v2.0/tech#Customer,Customer,Actor that uses Technology directly or indirectly by providing it to Users,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Database,class,https://w3id.org/dpv/v2.0/tech#Database,Database,"A database, database management system (DBMS), or application database",https://w3id.org/dpv/v2.0#Technology,,https://w3id.org/dpv/v2.0/tech#DataStorage,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Deployer,class,https://w3id.org/dpv/v2.0/tech#Deployer,Deployer,Actor that deploys Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
DeploymentLocation,class,https://w3id.org/dpv/v2.0/tech#DeploymentLocation,Deployment Location,Location for where technology is deployed and used,,https://w3id.org/dpv/v2.0#Location,https://w3id.org/dpv/v2.0#Location,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Designer,class,https://w3id.org/dpv/v2.0/tech#Designer,Designer,Actor that designs Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Developer,class,https://w3id.org/dpv/v2.0/tech#Developer,Developer,Actor that develops Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Producer,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
DevelopmentPlan,class,https://w3id.org/dpv/v2.0/tech#DevelopmentPlan,Development Plan,Plan associated with developing technology,https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Plan,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Distributor,class,https://w3id.org/dpv/v2.0/tech#Distributor,Distributor,Actor that distributes the Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Documentation,class,https://w3id.org/dpv/v2.0/tech#Documentation,Documentation,"Information describing use, functionality, design, or other technical aspects of the Technology",,,,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Evaluator,class,https://w3id.org/dpv/v2.0/tech#Evaluator,Evaluator,Actor that evaluates the performance of Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Partner,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
FixedUse,class,https://w3id.org/dpv/v2.0/tech#FixedUse,Fixed Use,Technology that can be used a fixed number of times,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Function,class,https://w3id.org/dpv/v2.0/tech#Function,Function,Expression of what goals or purposes the technology's capabilities are being used towards or developed for,,,,"Function is a broad concept that can include purposes such as identify verification, capability such as image recognition, or specific security measures such as encryption;Function is a broad concept that can include purposes such as identify verification, capability such as image recognition, or specific security measures such as encryption",2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
GPS,class,https://w3id.org/dpv/v2.0/tech#GPS,GPS,Technology utilising GPS,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Goods,class,https://w3id.org/dpv/v2.0/tech#Goods,Goods,Technology provided or used as goods,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Guide,class,https://w3id.org/dpv/v2.0/tech#Guide,Guide,Documentation that provides guidance regarding the technology,https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
HybridCloudService,class,https://w3id.org/dpv/v2.0/tech#HybridCloudService,Hybrid Cloud Service,Technology provided as a cloud service that is both private and public in parts,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#PublicCloudService;https://w3id.org/dpv/v2.0/tech#PrivateCloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
IaaS,class,https://w3id.org/dpv/v2.0/tech#IaaS,Infrastructure as a Service,Technology provided as a cloud service consisting of managed infrastructure resources,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Importer,class,https://w3id.org/dpv/v2.0/tech#Importer,Importer,Actor that imports the Technology within a jurisdiction,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Installer,class,https://w3id.org/dpv/v2.0/tech#Installer,Installer,Actor that installs Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Instructions,class,https://w3id.org/dpv/v2.0/tech#Instructions,Instructions,Instructions related to technology,https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
IntendedUse,class,https://w3id.org/dpv/v2.0/tech#IntendedUse,Intended Use,Describes the 'intended' use of the technology,,,,"Intended use can be used to describe how the developer or provider of technology intends it to be used e.g. use a database to store data, and to describe the plan or 'intent' to use the technology by a user or operator e.g. use a database to store and analyse data. Intended Use can involve any concept e.g. DPV's purpose, processing, tech/org measures, and can be low-level purely technical uses such as store data or high-level goals such as legal compliance. Intended Use only describes the intent or ex-ante intention, and may be different from how the technology is being actually used - which is indicated by using isImplementedUsingTechnology in a process or other relevant context.;Intended use can be used to describe how the developer or provider of technology intends it to be used e.g. use a database to store data, and to describe the plan or 'intent' to use the technology by a user or operator e.g. use a database to store and analyse data. Intended Use can involve any concept e.g. DPV's purpose, processing, tech/org measures, and can be low-level purely technical uses such as store data or high-level goals such as legal compliance. Intended Use only describes the intent or ex-ante intention, and may be different from how the technology is being actually used - which is indicated by using isImplementedUsingTechnology in a process or other relevant context.",2024-05-22,,tech,https://w3id.org/dpv/v2.0/tech
Internet,class,https://w3id.org/dpv/v2.0/tech#Internet,Internet,Technology utilising internet,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#Networking,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
LocalNetwork,class,https://w3id.org/dpv/v2.0/tech#LocalNetwork,Local Network,Technology utilising local networking,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#Networking,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
MBaaS,class,https://w3id.org/dpv/v2.0/tech#MBaaS,Mobile backend as a Service,Technology provided as a cloud service consisting of managed 'backend' services for mobile users,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Maintainer,class,https://w3id.org/dpv/v2.0/tech#Maintainer,Maintainer,Actor that maintains Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Manual,class,https://w3id.org/dpv/v2.0/tech#Manual,Manual,"Documentation that provides instructions for using, maintaining, developing, or performing other activities regarding the technology",https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Manufacturer,class,https://w3id.org/dpv/v2.0/tech#Manufacturer,Manufacturer,Actor that manufactures Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
MarketAvailabilityStatus,class,https://w3id.org/dpv/v2.0/tech#MarketAvailabilityStatus,Market Availability Status,Status indicating whether Technology is available on the market,,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
MarketAvailable,class,https://w3id.org/dpv/v2.0/tech#MarketAvailable,Market Available,Status indicating Technology is available on the market,https://w3id.org/dpv/v2.0/tech#MarketAvailabilityStatus,,https://w3id.org/dpv/v2.0/tech#MarketAvailabilityStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
MarketUnavailable,class,https://w3id.org/dpv/v2.0/tech#MarketUnavailable,Market Unavailable,Status indicating Technology is unavailable on the market,https://w3id.org/dpv/v2.0/tech#MarketAvailabilityStatus,,https://w3id.org/dpv/v2.0/tech#MarketAvailabilityStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Networking,class,https://w3id.org/dpv/v2.0/tech#Networking,Networking,Technology utilising networking,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
NotProvided,class,https://w3id.org/dpv/v2.0/tech#NotProvided,Not Provided,Status indicating Technology has not been provided,https://w3id.org/dpv/v2.0/tech#ProvisionStatus,,https://w3id.org/dpv/v2.0/tech#ProvisionStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Operator,class,https://w3id.org/dpv/v2.0/tech#Operator,Operator,Actor that operates the Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,"Operator and User are similar concepts but may refer to different actors, for example in the scenario where the user determines what actions to perform on the technology and the operator executes these actions by operating the technology;Operator and User are similar concepts but may refer to different actors, for example in the scenario where the user determines what actions to perform on the technology and the operator executes these actions by operating the technology;Operator and User are similar concepts but may refer to different actors, for example in the scenario where the user determines what actions to perform on the technology and the operator executes these actions by operating the technology",2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Owner,class,https://w3id.org/dpv/v2.0/tech#Owner,Owner,Actor that owns Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
PaaS,class,https://w3id.org/dpv/v2.0/tech#PaaS,Platform as a Service,Technology provided as a cloud service consisting of managed platform resources,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Partner,class,https://w3id.org/dpv/v2.0/tech#Partner,Partner,Actor that provides services in the context of Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,"""Partner"" is a vague term and should not be used - instead the more specific terms provided in this vocabulary should be used. Partner refers to entities that provide services for the technology (as opposed to for using the technology) - for example to further develop or refine it, or to test or audit it.;""Partner"" is a vague term and should not be used - instead the more specific terms provided in this vocabulary should be used. Partner refers to entities that provide services for the technology (as opposed to for using the technology) - for example to further develop or refine it, or to test or audit it.;""Partner"" is a vague term and should not be used - instead the more specific terms provided in this vocabulary should be used. Partner refers to entities that provide services for the technology (as opposed to for using the technology) - for example to further develop or refine it, or to test or audit it.",2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Plan,class,https://w3id.org/dpv/v2.0/tech#Plan,Plan,"Plan associated with using, maintaining, developing, or performing other activities associated with technology",https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
PrivateCloudService,class,https://w3id.org/dpv/v2.0/tech#PrivateCloudService,Private Cloud Service,Technology provided as a cloud service that is private,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Producer,class,https://w3id.org/dpv/v2.0/tech#Producer,Producer,Actor that produces Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Product,class,https://w3id.org/dpv/v2.0/tech#Product,Product,Technology that is provided as a product,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Provided,class,https://w3id.org/dpv/v2.0/tech#Provided,Provided,Status indicating Technology has been provided,https://w3id.org/dpv/v2.0/tech#ProvisionStatus,,https://w3id.org/dpv/v2.0/tech#ProvisionStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Provider,class,https://w3id.org/dpv/v2.0/tech#Provider,Provider,Actor that provides Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
ProvisionMethod,class,https://w3id.org/dpv/v2.0/tech#ProvisionMethod,Provision Method,Method associated with provision or use of technology,,https://w3id.org/dpv/v2.0#Technology,https://w3id.org/dpv/v2.0#Technology,,2022-06-15,2024-05-09,tech,https://w3id.org/dpv/v2.0/tech
ProvisionStatus,class,https://w3id.org/dpv/v2.0/tech#ProvisionStatus,Provision Status,Status indicating whether Technology has been provided,,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
PublicCloudService,class,https://w3id.org/dpv/v2.0/tech#PublicCloudService,Public Cloud Service,Technology provided as a cloud service that is public,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Purchaser,class,https://w3id.org/dpv/v2.0/tech#Purchaser,Purchaser,Actor that purchases Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
SaaS,class,https://w3id.org/dpv/v2.0/tech#SaaS,Software as a Service,Technology provided as a cloud service consisting of managed software resources,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
ServerlessComputing,class,https://w3id.org/dpv/v2.0/tech#ServerlessComputing,Serverless Computing,Technology provided as a cloud service consisting of fully managed servers for executing functions,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#CloudService,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Service,class,https://w3id.org/dpv/v2.0/tech#Service,Service,Technology provided or used as service(s),https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,Removed plural suffix for consistency in terms;Removed plural suffix for consistency in terms;Removed plural suffix for consistency in terms,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
SmartphoneApplication,class,https://w3id.org/dpv/v2.0/tech#SmartphoneApplication,Smartphone Application,A computing or digital program on a smartphone device,https://w3id.org/dpv/v2.0#Technology,,https://w3id.org/dpv/v2.0/tech#Application,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Specification,class,https://w3id.org/dpv/v2.0/tech#Specification,Specification,Documentation that specifies requirements that must be satisfied by the technology,https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Subject,class,https://w3id.org/dpv/v2.0/tech#Subject,Subject,Actor that is subjected to the use or impact of Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
Subscription,class,https://w3id.org/dpv/v2.0/tech#Subscription,Subscription,Technology that is provided or used as a periodic subscription,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
Supplier,class,https://w3id.org/dpv/v2.0/tech#Supplier,Supplier,Actor that supplies Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Actor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
System,class,https://w3id.org/dpv/v2.0/tech#System,System,Technology provided as a system,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,https://w3id.org/dpv/v2.0/tech#TechnologyProvisionMethod,,2022-06-15,,tech,https://w3id.org/dpv/v2.0/tech
SystemIntegrator,class,https://w3id.org/dpv/v2.0/tech#SystemIntegrator,System Integrator,Actor that integrates Technology in to (larger) systems,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Partner,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
TechnologyReadinessLevel,class,https://w3id.org/dpv/v2.0/tech#TechnologyReadinessLevel,Technology Readiness Level (TRL),Indication of maturity of Technology (ISO 16290:2013),,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
TechnologyStatus,class,https://w3id.org/dpv/v2.0/tech#TechnologyStatus,Technology Status,"Status associated with development, deployment, and use of technology",,https://w3id.org/dpv/v2.0#Status,https://w3id.org/dpv/v2.0#Status,,2024-05-31,,tech,https://w3id.org/dpv/v2.0/tech
TestingPlan,class,https://w3id.org/dpv/v2.0/tech#TestingPlan,Testing Plan,Plan associated with testing technology,https://w3id.org/dpv/v2.0/tech#Documentation,,https://w3id.org/dpv/v2.0/tech#Plan,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
User,class,https://w3id.org/dpv/v2.0/tech#User,User,Actor that uses Technology,https://w3id.org/dpv/v2.0/tech#Actor,,https://w3id.org/dpv/v2.0/tech#Customer,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
WiFi,class,https://w3id.org/dpv/v2.0/tech#WiFi,WiFi,Technology utilising wifi wireless networking,https://w3id.org/dpv/v2.0/tech#CommunicationMechanism,,https://w3id.org/dpv/v2.0/tech#Networking,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasActor,property,https://w3id.org/dpv/v2.0/tech#hasActor,has actor,Indicates an actor associated with technology,,,,,2022-10-21,2024-05-17,tech,https://w3id.org/dpv/v2.0/tech
hasAuditor,property,https://w3id.org/dpv/v2.0/tech#hasAuditor,has auditor,Indicates technology auditor,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasCapability,property,https://w3id.org/dpv/v2.0/tech#hasCapability,has capability,Indicates the capability of the technology,,,,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasCommunicationMechanism,property,https://w3id.org/dpv/v2.0/tech#hasCommunicationMechanism,has communication mechanism,Indicates communication mechanisms used or provided by technology,,,,,2022-07-02,,tech,https://w3id.org/dpv/v2.0/tech
hasCustomer,property,https://w3id.org/dpv/v2.0/tech#hasCustomer,has customer,Indicates technology customer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasDeployer,property,https://w3id.org/dpv/v2.0/tech#hasDeployer,has deployer,Indicates technology deployer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasDeploymentLocation,property,https://w3id.org/dpv/v2.0/tech#hasDeploymentLocation,has deployment location,Specifies the location of technology deployment and use,,,,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasDesigner,property,https://w3id.org/dpv/v2.0/tech#hasDesigner,has designer,Indicates technology designer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasDeveloper,property,https://w3id.org/dpv/v2.0/tech#hasDeveloper,has developer,Indicates technology developer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasEvaluator,property,https://w3id.org/dpv/v2.0/tech#hasEvaluator,has evaluator,Indicates technology evaluator,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasFunction,property,https://w3id.org/dpv/v2.0/tech#hasFunction,has function,Indicates the function of the technology,,,,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasInstaller,property,https://w3id.org/dpv/v2.0/tech#hasInstaller,has installer,Indicates technology installer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasIntendedUse,property,https://w3id.org/dpv/v2.0/tech#hasIntendedUse,has intended use,Indicates the intended use of technology,,,,,2024-05-22,,tech,https://w3id.org/dpv/v2.0/tech
hasMaintainer,property,https://w3id.org/dpv/v2.0/tech#hasMaintainer,has maintainer,Indicates technology maintainer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasManufacturer,property,https://w3id.org/dpv/v2.0/tech#hasManufacturer,has manufacturer,Indicates technology manufacturer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasMarketAvailabilityStatus,property,https://w3id.org/dpv/v2.0/tech#hasMarketAvailabilityStatus,has market availability status,Indicates whether the technology is available on the market,,,https://w3id.org/dpv/v2.0#hasStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasOwner,property,https://w3id.org/dpv/v2.0/tech#hasOwner,has owner,Indicates technology owner,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasPartner,property,https://w3id.org/dpv/v2.0/tech#hasPartner,has partner,Indicates technology partner,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasProducer,property,https://w3id.org/dpv/v2.0/tech#hasProducer,has producer,Indicates technology producer,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasProvider,property,https://w3id.org/dpv/v2.0/tech#hasProvider,has provider,Indicates technology provider,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasProvisionMethod,property,https://w3id.org/dpv/v2.0/tech#hasProvisionMethod,has provision method,Specifies the provision or usage method of technology,,,,,2022-07-02,,tech,https://w3id.org/dpv/v2.0/tech
hasProvisionStatus,property,https://w3id.org/dpv/v2.0/tech#hasProvisionStatus,has provision status,Indicates whether the technology has been provided,,,https://w3id.org/dpv/v2.0#hasStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasPurchaser,property,https://w3id.org/dpv/v2.0/tech#hasPurchaser,has purchaser,Indicates technology purchaser,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasSubject,property,https://w3id.org/dpv/v2.0/tech#hasSubject,has subject,Indicates technology subject,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasSupplier,property,https://w3id.org/dpv/v2.0/tech#hasSupplier,has supplier,Indicates technology supplier,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasSystemIntegrator,property,https://w3id.org/dpv/v2.0/tech#hasSystemIntegrator,has system integrator,Indicates technology system integrator,,,https://w3id.org/dpv/v2.0/tech#hasTechnologyActor,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
hasTRL,property,https://w3id.org/dpv/v2.0/tech#hasTRL,has TRL,Indicates technology maturity level,,,https://w3id.org/dpv/v2.0#hasStatus,,2024-05-09,,tech,https://w3id.org/dpv/v2.0/tech
